LB          134936         000000000+0000000000000+    000000510+           21059          200803                                         90000155000012006103034547
LB          134936         000000000+0000000000000+    000000566+           21208          200708                                         90000155000022006103034547
LB          134936         000000000+0000000000000+    000000090+           22047          200803                                         90000155000032006103034547
LB          134935         000000000+0000000000000+    000000242+           22048          200803                                         90000155000042006103034547
LB          134935         000000000+0000000000000+    000000400+           22758          200806                                         90000155000052006103034547
LB          243804         000000000+0000000000000+    000000963+           20588          200709                                         90000155000062006103034547
LB          243803         000000000+0000000000000+    000000130+           19311          200703                                         90000155000072006103034547
LB          243803         000000000+0000000000000+    000000300+           23348          200804                                         90000155000082006103034547
LB          133310         000000000+0000000000000+    000000002+           21079          200707                                         90000155000092006103034547
LB          133310         000000000+0000000000000+    000000246+           22595          200710                                         90000155000102006103034547
ST                         000000000+0000000000000+    000000000+                                                                         900001550001120061030
